,load_forecast,coal_power_available,gas_power_available,nucelear_power_available,wind_power_forecasts_average,wind_power_forecasts_std,solar_power_forecasts_std,predicted_spot_price,hour,day_of_week,is_workday,total_power_available_sp,power_to_load_ratio,predicted_spot_price_lag_1,predicted_spot_price_lag_7,predicted_spot_price_lag_30,predicted_spot_price_ma_7d,predicted_spot_price_std_7d,predicted_spot_price_range_7d,predicted_spot_price_ema_7d,predicted_spot_price_pct_change,predicted_spot_price_momentum_7d,predicted_spot_price_diff
23,50199.0,2226.0,11487.0,43371.0,5881.0,157.78168088700744,0.0,219.5480992274897,0,6,0,57084.0,1.1371541265762266,207.25609558532918,207.25609558532918,200.78751393431187,209.01209610563782,4.6459406788366975,12.292003642160523,209.59159192075117,0.05930828527598009,12.292003642160523,12.292003642160523
24,48690.0,2226.0,11487.0,43371.0,6110.0,85.75653331691946,0.0,228.82446335070753,1,6,0,57084.0,1.1723967960566852,219.5480992274897,207.25609558532918,224.4037671876205,212.0932915006919,8.684263462688202,21.568367765378355,214.39980977824027,0.04225208123348834,21.568367765378355,9.276364123217832
25,45866.0,2226.0,11487.0,43501.0,6457.0,219.43237081040903,0.0,207.25609558532918,2,6,0,57214.0,1.2474163868660881,228.82446335070753,207.25609558532918,212.75019974387067,212.0932915006919,8.684263462688202,21.568367765378355,212.61388123001248,-0.09425726362273434,0.0,-21.568367765378355
26,44697.0,2226.0,11487.0,44416.0,6856.0,286.6582306100258,0.0,207.25609558532918,3,6,0,58129.0,1.3005123386357027,207.25609558532918,207.25609558532918,211.26362644107212,212.0932915006919,8.684263462688202,21.568367765378355,211.27443481884166,0.0,0.0,0.0
27,44679.0,3386.0,11487.0,44416.0,7283.0,312.7309447286109,0.0,207.25609558532918,4,6,0,59289.0,1.3269992613979722,207.25609558532918,207.25609558532918,195.095167651356,212.09329150069183,8.684263462688202,21.568367765378355,210.26985001046353,0.0,0.0,0.0
28,45234.0,3386.0,11487.0,44416.0,7880.0,237.51884686142077,0.0,207.25609558532918,5,6,0,59289.0,1.3107176018039528,207.25609558532918,207.25609558532918,180.78625987432713,212.09329150069183,8.684263462688202,21.568367765378355,209.51641140417993,0.0,0.0,0.0
29,46236.0,3386.0,11487.0,44416.0,8351.0,176.65386561095724,0.0,207.25609558532918,6,6,0,59289.0,1.2823124837788735,207.25609558532918,207.25609558532918,204.17410764909715,212.0932915006919,8.684263462688202,21.568367765378355,208.95133244946723,0.0,0.0,0.0
30,47898.0,3386.0,11487.0,44416.0,8757.0,119.75514234322912,2.761192316108386,200.49685403233295,7,6,0,59289.0,1.2378178629587875,207.25609558532918,219.5480992274897,224.49980966937477,209.37168504424088,8.940095106911649,28.327609318374584,206.83771284518366,-0.03261299279959362,-19.051245195156753,-6.7592415529962295
31,50076.0,3386.0,11487.0,44416.0,9113.0,245.44570636139017,14.951446472966651,200.49685403233295,8,6,0,59289.0,1.1839803498682004,200.49685403233295,228.82446335070753,202.93144190399644,205.32488371304453,3.2981721623229148,6.7592415529962295,205.252498141971,0.0,-28.327609318374584,0.0
32,51823.0,3386.0,11487.0,44416.0,9210.0,347.26987960525224,29.97035572398528,200.49685403233295,9,6,0,59289.0,1.1440673060224225,200.49685403233295,207.25609558532918,202.93144190399644,204.35927777690222,3.6129665836797042,6.7592415529962295,204.06358711456147,0.0,-6.7592415529962295,0.0
33,53289.0,3386.0,11487.0,45326.0,9367.0,459.3189331531411,42.67233418240866,200.49685403233295,10,6,0,60199.0,1.1296702884272551,200.49685403233295,207.25609558532918,199.26065113533699,203.3936718407599,3.6129665836797127,6.7592415529962295,203.17190384400436,0.0,-6.7592415529962295,0.0
34,54707.0,3386.0,11487.0,45326.0,9752.0,524.4590272288486,40.33701976347167,200.49685403233295,11,6,0,60199.0,1.100389346884311,200.49685403233295,207.25609558532918,199.98567210844007,202.4280659046176,3.298172162322941,6.7592415529962295,202.5031413910865,0.0,-6.7592415529962295,0.0
35,52377.0,3386.0,11487.0,45326.0,10222.0,503.786632006284,33.2565782966321,200.49685403233295,12,6,0,60199.0,1.1493403593180214,200.49685403233295,207.25609558532918,202.00218485973235,201.4624599684753,2.55475317152036,6.7592415529962295,202.00156955139812,0.0,-6.7592415529962295,0.0
36,49488.0,3386.0,11487.0,45326.0,10331.0,468.26240129930136,27.84175638663645,201.48006643081814,13,6,0,60199.0,1.216436307791788,200.49685403233295,207.25609558532918,199.0503065818568,200.63731294640226,0.37161935605005963,0.9832123984851933,201.87119377125313,0.00490387943107895,-5.776029154511036,0.9832123984851933
37,47969.0,3386.0,11487.0,45326.0,10328.0,337.11371073905343,19.10497317454281,201.48006643081814,14,6,0,60199.0,1.254956325960516,201.48006643081814,200.49685403233295,196.66811109636782,200.7777718604716,0.4797585257031602,0.9832123984851933,201.77341193614438,0.0,0.9832123984851933,0.0
38,47677.0,3386.0,11487.0,45326.0,10622.0,290.38937598083714,12.441864811996624,198.88983041792795,15,6,0,60199.0,1.2626423642427167,201.48006643081814,200.49685403233295,194.39897554971728,200.54819705841373,0.8657834019004041,2.5902360128901876,201.05251655659026,-0.01285604109019689,-1.6070236144049943,-2.5902360128901876
39,51240.0,3386.0,11487.0,45943.0,11091.0,264.62132273202093,5.468234386123853,203.96327418838843,16,6,0,60816.0,1.1868852459016392,198.88983041792795,200.49685403233295,194.39897554971728,201.0433999378502,1.5513982858898274,5.073443770460472,201.7802059645398,0.025508814401418167,3.4664201560554773,5.073443770460472
40,55291.0,3386.0,11487.0,47773.0,11565.0,234.30104092337675,0.0,194.58380573051883,17,6,0,62646.0,1.133023457705594,203.96327418838843,200.49685403233295,194.39897554971728,200.19867875187677,2.9118661705481297,9.379468457869592,199.98110590603454,-0.045986065360013484,-5.913048301814115,-9.379468457869592
41,56516.0,3386.0,11487.0,47773.0,11836.0,199.34827742994295,0.0,194.74685303064655,18,6,0,62646.0,1.1084648595088116,194.58380573051883,200.49685403233295,200.49685403233295,199.37725003735017,3.5539664891626295,9.379468457869592,198.67254268718753,0.0008379284160651146,-5.7500010016864,0.1630473001277153
42,54750.0,3386.0,11487.0,47773.0,11916.0,180.70810234731576,0.0,194.74685303064655,19,6,0,62646.0,1.1442191780821918,194.74685303064655,200.49685403233295,200.49685403233295,198.5558213228235,3.899741748699764,9.379468457869592,197.6911202730523,0.0,-5.7500010016864,0.0
43,52825.0,3386.0,11487.0,47773.0,11897.0,160.84795887115362,0.0,194.74685303064655,20,6,0,62646.0,1.1859157595835306,194.74685303064655,201.48006643081814,200.49685403233295,197.59393369422756,3.8886233546969713,9.379468457869592,196.95505346245085,0.0,-6.733213400171593,0.0
44,53047.0,3386.0,11487.0,47773.0,11733.0,165.65376973848717,0.0,192.89074827147593,21,6,0,62646.0,1.1809527400229984,194.74685303064655,201.48006643081814,200.49685403233295,196.36688824289294,3.8124093708367655,11.072525916912497,195.9389771647071,-0.009530858806116482,-8.589318159342213,-1.85610475917062
45,54006.0,3386.0,11487.0,47773.0,11422.0,208.52038650285832,0.0,194.74685303064655,22,6,0,62646.0,1.1599822241973115,192.89074827147593,198.88983041792795,200.49685403233295,195.7750343304242,3.674552824482628,11.072525916912497,195.64094613119195,0.009622570163698718,-4.142977387281405,1.85610475917062
46,52467.0,3386.0,11487.0,47773.0,11056.0,58.53028376530413,0.0,194.74685303064655,23,6,0,62646.0,1.1940076619589457,194.74685303064655,203.96327418838843,207.25609558532918,194.45840273646107,0.693936151431874,1.85610475917062,195.4174228560556,0.0,-9.216421157741877,0.0
47,50199.0,3386.0,11487.0,47773.0,10671.0,53.752671312247536,0.0,209.0428854451705,0,0,1,62646.0,1.2479531464770215,194.74685303064655,194.58380573051883,207.25609558532918,196.52398555283986,5.563486132274651,16.15213717369457,198.8237885033343,0.07340828461178894,14.459079714651665,14.29603241452395
48,49071.0,3386.0,11487.0,47773.0,10254.0,31.98575050384327,0.0,218.3192495683883,1,0,1,62646.0,1.2766399706547655,209.0428854451705,194.74685303064655,207.25609558532918,199.8914707725173,9.816736594857417,25.428501296912373,203.6976537695978,0.04437541178913196,23.572396537741753,9.276364123217803
49,47199.0,3386.0,11487.0,47773.0,9878.0,38.57189196387946,0.0,194.16975607073627,2,0,1,62646.0,1.3272738829212483,218.3192495683883,194.74685303064655,207.25609558532918,199.80902834967293,9.869424623417277,25.428501296912373,201.31567934488243,-0.1106155025055966,-0.5770969599102784,-24.14949349765203
50,46785.0,3386.0,11487.0,47773.0,9593.0,59.31947954588612,0.0,194.16975607073627,3,0,1,62646.0,1.3390189163193331,194.16975607073627,194.74685303064655,207.25609558532918,199.72658592682862,9.92103363220221,25.428501296912373,199.52919852634588,0.0,-0.5770969599102784,0.0
51,49435.0,3386.0,11487.0,47773.0,9319.0,102.37870233994258,0.0,194.16975607073627,4,0,1,62646.0,1.26723980985132,194.16975607073627,192.89074827147593,207.25609558532918,199.90930132672295,9.785000742338891,24.14949349765203,198.18933791244348,0.0,1.2790077992603415,0.0
52,54844.0,3386.0,11487.0,47773.0,9041.0,148.67749235182234,0.0,196.39087700927251,5,0,1,62646.0,1.1422580409889869,194.16975607073627,194.74685303064655,207.25609558532918,200.14416189509808,9.65936297094998,24.14949349765203,197.73972268665074,0.011439067460779384,1.6440239786259667,2.221120938536245
53,60014.0,3386.0,11487.0,47773.0,8773.0,180.0261418925209,0.0,195.66585603616943,6,0,1,62646.0,1.0438564334988503,196.39087700927251,194.74685303064655,219.5480992274897,200.2754480387442,9.579695420128546,24.14949349765203,197.2212560240304,-0.0036917243007619227,0.9190030055228817,-0.725020973103085
54,62576.0,3386.0,11487.0,47773.0,8537.0,152.80843661478107,2.2491828581535347,191.02959775412145,7,0,1,62646.0,1.0011186397340834,195.66585603616943,209.0428854451705,228.82446335070753,197.70212122573724,9.245603447574991,27.289651814266847,195.67334145655317,-0.023694774223617987,-18.013287691049044,-4.636258282047976
55,63406.0,3386.0,11487.0,47773.0,8457.0,114.7381360720188,4.335972047277435,187.07481976929836,8,0,1,62646.0,0.9880137526417059,191.02959775412145,218.3192495683883,207.25609558532918,193.23863125443864,3.1963900142809063,9.316057239974157,193.52371103473945,-0.020702435807425923,-31.244429799089943,-3.954777984823096
56,63526.0,3386.0,11487.0,47773.0,8652.0,80.74815605252145,11.261595331557867,194.5099126647687,9,0,1,62646.0,0.9861474042124484,187.07481976929836,194.16975607073627,207.25609558532918,193.28722505358616,3.2154338286843065,9.316057239974157,193.77026144224675,0.039743953273023935,0.34015659403243603,7.435092895470348
57,63663.0,3386.0,11487.0,47773.0,8945.0,68.1753793751174,24.42549027478029,201.3292386497857,10,0,1,62646.0,0.9840252579991517,194.5099126647687,194.16975607073627,207.25609558532918,194.3100082791646,4.446095876148661,14.25441888048735,195.6600057441315,0.03505901520181065,7.159482579049438,6.819325985017002
58,63844.0,3386.0,11487.0,47773.0,8958.0,91.08367194024288,33.29723535600141,191.03647097859564,11,0,1,62646.0,0.9812355115594261,201.3292386497857,194.16975607073627,207.25609558532918,193.86239612314452,4.617006434912961,14.25441888048735,194.50412205274753,-0.051124057986899896,-3.133285092140625,-10.292767671190063
59,62428.0,3386.0,11487.0,47773.0,8667.0,112.19060578383474,25.48926468886615,190.15530637041869,12,0,1,62646.0,1.0034920228102775,191.03647097859564,196.39087700927251,207.25609558532918,192.971600317594,4.64928613145991,14.25441888048735,193.4169181321653,-0.004612546513569571,-6.2355706388538295,-0.8811646081769595
60,60522.0,3386.0,11487.0,47773.0,8191.0,87.89486069132661,23.65748233832679,192.56244786042953,13,0,1,62646.0,1.0350946763160505,190.15530637041869,195.66585603616943,200.49685403233295,192.52825629248832,4.494954274462684,14.25441888048735,193.20330056423137,0.012658818394064575,-3.103408175739901,2.4071414900108437
61,59603.0,3386.0,11487.0,47773.0,7981.0,142.3272776675432,57.09609693940804,189.51071591918554,14,0,1,62646.0,1.0510544771236348,192.56244786042953,191.02959775412145,200.49685403233295,192.31127317321173,4.614428175996778,14.25441888048735,192.2801544029699,-0.0158480117756703,-1.518881834935911,-3.051731941243986
62,59171.0,3386.0,11487.0,47773.0,7681.0,234.50716136220404,25.039191502744515,189.51071591918554,15,0,1,62646.0,1.0587280931537408,189.51071591918554,187.07481976929836,200.49685403233295,192.65925833748133,4.229513472974914,11.818522730600165,191.58779478202382,0.0,2.435896149887185,0.0
63,62061.0,3386.0,11487.0,47773.0,7494.0,156.17788748629687,8.188794124066694,191.33196900007817,16,0,1,62646.0,1.009426209696911,189.51071591918554,194.5099126647687,200.49685403233295,192.20526638538269,4.167867560406694,11.818522730600165,191.5238383365374,0.009610290753528039,-3.177943664690531,1.8212530808926317
64,65364.0,3386.0,11487.0,47773.0,7290.0,191.05307789048663,0.0,192.21140678283453,17,0,1,62646.0,0.9584174775105563,191.33196900007817,201.3292386497857,200.49685403233295,190.90271897581826,1.2317656399310117,3.051731941243986,191.69573044811168,0.004596397493593862,-9.117831866951178,0.8794377827563551
65,65425.0,3386.0,11487.0,47773.0,7162.0,306.7378592311589,0.0,197.03538085508384,18,0,1,62646.0,0.9575238823079862,192.21140678283453,191.03647097859564,200.49685403233295,191.75970610103082,2.631670671771597,7.524664935898301,193.03064304985472,0.025097230975992924,5.998909876488199,4.823974072249314
66,61584.0,3386.0,11487.0,47773.0,7256.0,325.54228628356395,0.0,197.45262251321225,19,0,1,62646.0,1.017244738893219,197.03538085508384,190.15530637041869,201.48006643081814,192.8021798357156,3.260421279423826,7.941906594026705,194.13613791569412,0.002117597643213509,7.297316142793562,0.41724165812840397
67,57651.0,3386.0,11487.0,47773.0,7393.0,364.9799592236826,0.0,192.75629825379923,20,0,1,62646.0,1.0866420356975595,197.45262251321225,192.56244786042953,201.48006643081814,192.82987274905415,3.258868590307545,7.941906594026705,193.79117800022038,-0.023784562593483716,0.19385039336970067,-4.696324259413018
68,57288.0,3386.0,11487.0,47773.0,7440.0,507.2378132654818,0.0,192.75629825379923,21,0,1,62646.0,1.093527440301634,192.75629825379923,189.51071591918554,198.88983041792795,193.29352736828469,2.921333281138081,7.941906594026705,193.53245806361508,0.0,3.2455823346136867,0.0
69,57491.0,3386.0,11487.0,47773.0,7444.0,638.7898100538014,0.0,196.0258608299069,22,0,1,62646.0,1.0896662086239586,192.75629825379923,189.51071591918554,203.96327418838843,194.22426235553058,2.526434879680201,6.120653513134073,194.15580875518805,0.016962156908630233,6.515144910721347,3.26956257610766
70,55572.0,3386.0,11487.0,46163.0,7427.0,211.8337691484389,0.0,196.0258608299069,23,0,1,61036.0,1.0983228964226588,196.0258608299069,191.33196900007817,194.58380573051883,194.8948183312204,2.2371901349957977,5.241215730377718,194.62332177386776,0.0,4.693891829828715,0.0
71,53411.0,3386.0,11487.0,46163.0,7431.0,178.59653474304062,0.0,208.38348141781253,0,1,1,61036.0,1.1427608545056263,196.0258608299069,192.21140678283453,194.74685303064655,197.20511470764583,5.28222123570889,15.627183164013303,198.06336168485396,0.06304076684365878,16.172074634978003,12.357620587905643
72,51981.0,3386.0,11487.0,46163.0,7434.0,184.25107195438483,0.0,215.80374078185972,1,1,1,61036.0,1.174198264750582,208.38348141781253,197.03538085508384,194.74685303064655,199.88630898289952,8.784167862068582,23.047442528060486,202.4984564591054,0.03560867355493236,18.768359926775872,7.420259364047183
73,49879.0,3386.0,11487.0,46163.0,7540.0,167.70606288805357,0.0,194.2353730164814,2,1,1,61036.0,1.2236813087672167,215.80374078185972,197.45262251321225,194.74685303064655,199.42670191193798,9.013889347557521,23.047442528060486,200.43268559844938,-0.09994436466780354,-3.217249496730858,-21.568367765378326
74,49203.0,3386.0,11487.0,46163.0,7630.0,145.19763407568485,0.0,194.2353730164814,3,1,1,61036.0,1.2404934658455786,194.2353730164814,192.75629825379923,192.89074827147593,199.63799830660687,8.84726223749054,23.047442528060486,198.8833574529574,0.0,1.4790747626821599,0.0
75,51351.0,3386.0,11487.0,46163.0,7626.0,214.72879992292545,0.0,196.23693086916282,4,1,1,61036.0,1.188603922026835,194.2353730164814,192.75629825379923,194.74685303064655,200.13523153737307,8.486489974172072,21.568367765378326,198.22175080700876,0.010304806079331374,3.4806326153635894,2.0015578526814295
76,56704.0,3386.0,11487.0,46163.0,7485.0,304.6394686877473,0.0,192.4619104058069,5,1,1,61036.0,1.0763967268623025,196.23693086916282,196.0258608299069,194.74685303064655,199.62609576250165,8.872255138034904,23.341830376052826,196.78179070670828,-0.019237054139788046,-3.5639504240999997,-3.7750204633559292
77,62306.0,3386.0,11487.0,46163.0,7268.0,441.1901202681474,0.0,194.18167235208318,6,1,1,61036.0,0.9796167303309472,192.4619104058069,196.0258608299069,209.0428854451705,199.36264026566974,9.023078378216985,23.341830376052826,196.131761118052,0.008935596361119735,-1.8441884778237068,1.719761946276293
78,65033.0,3386.0,11487.0,46163.0,6869.0,447.80188269344137,2.6623739959137174,193.56219109863244,7,1,1,61036.0,0.9385388956375994,194.18167235208318,208.38348141781253,218.3192495683883,197.2453130772154,8.260183361595738,23.341830376052826,195.4893686131971,-0.0031902148433839983,-14.821290319180093,-0.6194812534507435
79,65942.0,3386.0,11487.0,46163.0,6257.0,330.4908065326698,7.219255298077738,187.40913905145345,8,1,1,61036.0,0.9256012859785873,193.56219109863244,215.80374078185972,194.16975607073627,193.1889414014431,2.7850732305037593,8.827791817709368,193.46931122276118,-0.03178850173298364,-28.394601730406265,-6.1530520471789885
80,65788.0,3386.0,11487.0,46163.0,5813.0,235.76753395104973,14.38329186825187,184.46336925589708,9,1,1,61036.0,0.9277679820027969,187.40913905145345,194.2353730164814,194.16975607073627,191.79294086421675,4.241435783596493,11.773561613265741,191.21782573104514,-0.015718389244334552,-9.772003760584312,-2.945769795556373
81,66127.0,3386.0,11487.0,46163.0,5642.0,94.44902141927528,21.633987421756142,192.69171703201854,10,1,1,61036.0,0.9230117803620307,184.46336925589708,194.2353730164814,194.16975607073627,191.57241858072206,4.132000691291597,11.773561613265741,191.58629855628848,0.044606947218375215,-1.5436559844628448,8.228347776121467
82,66580.0,3386.0,11487.0,46163.0,5734.0,60.750453883562095,30.95706493324347,192.69171703201854,11,1,1,61036.0,0.9167317512766596,192.69171703201854,196.23693086916282,196.39087700927251,191.06595946113003,3.6546825336897197,9.718303096186105,191.862653175221,0.0,-3.5452138371442743,0.0
83,65183.0,3386.0,11487.0,46163.0,6058.0,86.17365428488252,30.54627904342357,192.69171703201854,12,1,1,61036.0,0.9363791172544988,192.69171703201854,192.4619104058069,195.66585603616943,191.09878897916025,3.67031085720085,9.718303096186105,192.0699191394204,0.0,0.22980662621165493,0.0
84,63295.0,3386.0,11487.0,46163.0,6255.0,123.52814502929736,21.36945471394268,192.69171703201854,13,1,1,61036.0,0.9643099770913974,192.69171703201854,194.18167235208318,191.02959775412145,190.88593821915103,3.5010284798232645,9.098821842735362,192.22536861256995,0.0,-1.489955320064638,0.0
85,61798.0,3386.0,11487.0,46163.0,5619.0,509.6981228831317,31.09504120115611,192.69171703201854,14,1,1,61036.0,0.9876695038674391,192.69171703201854,193.56219109863244,187.07481976929836,190.7615847810633,3.4042489064481547,8.228347776121467,192.3419557174321,0.0,-0.8704740666138946,0.0
86,61859.0,3386.0,11487.0,46163.0,5905.0,600.5147273923649,12.474609132789398,192.69171703201854,15,1,1,61036.0,0.9866955495562489,192.69171703201854,187.40913905145345,194.5099126647687,191.5162387782869,3.1100231309386133,8.228347776121467,192.42939604607872,0.0,5.282577980565094,0.0
87,64292.0,3386.0,11487.0,46163.0,6478.0,480.5437081704275,1.887931596823812,192.69171703201854,16,1,1,61036.0,0.9493560629627326,192.69171703201854,184.46336925589708,201.3292386497857,192.69171703201854,0.0,0.0,192.49497629256368,0.0,8.228347776121467,0.0
88,67689.0,3386.0,11487.0,46163.0,7458.0,215.87730720181293,0.0,195.36645680254892,17,1,1,61036.0,0.9017122427573165,192.69171703201854,192.69171703201854,191.03647097859564,193.0738227135229,1.0109566078058723,2.6747397705303797,193.21284642005998,0.013880927585932179,2.6747397705303797,2.6747397705303797
89,67869.0,3386.0,11487.0,46163.0,8329.0,398.7778746085481,0.0,195.36645680254892,18,1,1,61036.0,0.8993207502689003,195.36645680254892,192.69171703201854,190.15530637041869,193.45592839502723,1.3051393685898636,2.6747397705303797,193.7512490156822,0.0,2.6747397705303797,0.0
90,64161.0,3386.0,11487.0,46163.0,8772.0,478.7815592862839,0.0,195.36645680254892,19,1,1,61036.0,0.9512944000249373,195.36645680254892,192.69171703201854,192.56244786042953,193.83803407653159,1.4297085457293466,2.6747397705303797,194.15505096239886,0.0,2.6747397705303797,0.0
